Comment,Emotion,processed_text
i feel have been convinced by many factors in our culture of a kind of cooking mystique,joy,feel convinc mani factor cultur kind cook mystiqu
im feeling very angry kind of sad tired and bored today,anger,im feel angri kind sad tire bore today
im feeling a much more festive with the tree in,joy,im feel much festiv tree
i feel like as a creative professional you need to have that unpressed creative outlet to get re inspired,joy,feel like creativ profession need unpress creativ outlet get inspir
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,fear,feel distress support campaign senat jackson told cnn
i feel like i am being obnoxious by posting every three seconds,anger,feel like obnoxi post everi three second
a girl entered in the division where i work and greeted everybody but not me,anger,girl enter divis work greet everybodi
i started to feel apprehensive about it,fear,start feel apprehens
i should not feel afraid we can stop shoulding all over ourselves,fear,feel afraid stop should
im feeling bitter towards them god,anger,im feel bitter toward god
im being a teenager people and if you feel the need to make sarcastic bitchy comments you can kindly fuck off,anger,im teenag peopl feel need make sarcast bitchi comment kindli fuck
i hate seeing those red windows even more as what i feel inside resonates with the cold uncaring world i know exists behind them making me even more aware of this pain inside of me,anger,hate see red window even feel insid reson cold uncar world know exist behind make even awar pain insid
i can understand feeling uncertain about the abc link,fear,understand feel uncertain abc link
i came to china feeling a little frightened of everything around me,fear,came china feel littl frighten everyth around
i tired of hearing of these unique communications special feelings and how sincere you are,joy,tire hear uniqu commun special feel sincer
i get the feeling that nellie is satisfied that the phone rang happy that leslie is out of the room now,joy,get feel nelli satisfi phone rang happi lesli room
i do feel weird why seldom people eat at there,fear,feel weird seldom peopl eat
i am not feeling fearful,fear,feel fear
i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me,fear,slow bit stay partli feel like start win give partli afraid push kill tri stay
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,anger,feel bitchi today today realiz couldnt count friend anymor
i feel that the very foundations of my faith have been shaken to the core,fear,feel foundat faith shaken core
i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,anger,feel end bit rush wonder might miss certain sign small thing stori happen addict dont notic time pass
i did not feel like i was on the edge and it got to a point where i wasn t bothered about who wins and to hell with it whether this fight will even end,anger,feel like edg got point bother win hell whether fight even end
